,q0001,q0002,q0009,q0025,q0026,q0028,q0029,q0030
1572,Very masculine,Somewhat important,employed,False,not_straight,white,high_school,midwest
1573,Somewhat masculine,Somewhat important,employed,True,straight,not_white,graduate,west
1574,Very masculine,Not at all important,not_employed,True,straight,not_white,high_school,southeast
1575,Very masculine,Very important,employed,False,not_straight,white,graduate,west
1576,Very masculine,Somewhat important,not_employed,False,straight,not_white,high_school,midwest
1577,Somewhat masculine,Not too important,employed,True,straight,not_white,college_graduate,west
1578,Not very masculine,Very important,employed,True,not_straight,white,graduate,southwest
1579,Somewhat masculine,Somewhat important,not_employed,True,straight,not_white,high_school,west
1580,Not very masculine,Not too important,not_employed,False,straight,white,high_school,southwest
1581,Very masculine,Somewhat important,employed,True,straight,white,high_school,west
1582,Very masculine,Not too important,employed,True,straight,white,college_graduate,west
1583,Very masculine,Not at all important,not_employed,True,straight,white,high_school,west
1584,Not at all masculine,Not at all important,not_employed,True,straight,not_white,high_school,southeast
1585,Not very masculine,Not too important,employed,False,straight,white,high_school,southeast
1586,Very masculine,Not at all important,employed,True,straight,not_white,high_school,midwest
1587,Somewhat masculine,Somewhat important,employed,False,not_straight,white,graduate,west
1588,Somewhat masculine,Somewhat important,not_employed,False,straight,white,college_graduate,midwest
1589,Very masculine,Not at all important,employed,False,straight,white,college_graduate,west
1590,Not very masculine,Not too important,not_employed,True,straight,white,no_high_school,southwest
1591,Very masculine,Very important,not_employed,False,straight,not_white,high_school,northeast
1592,Somewhat masculine,Somewhat important,employed,False,not_straight,not_white,college_graduate,southeast
1593,Very masculine,Very important,not_employed,False,not_straight,white,high_school,midwest
1594,Somewhat masculine,Not too important,employed,False,straight,white,high_school,midwest
1595,Somewhat masculine,Somewhat important,employed,True,straight,white,high_school,southeast
1596,Somewhat masculine,Somewhat important,not_employed,False,not_straight,white,high_school,northeast
1597,Somewhat masculine,Not too important,employed,False,straight,white,college_graduate,southeast
1598,Very masculine,Somewhat important,employed,True,straight,not_white,graduate,southeast
1599,Somewhat masculine,Somewhat important,employed,True,straight,white,college_graduate,midwest
1600,Somewhat masculine,Not too important,employed,True,straight,white,high_school,northeast
1601,Very masculine,Very important,employed,False,straight,not_white,high_school,southeast
1602,Somewhat masculine,Somewhat important,employed,False,straight,white,college_graduate,southeast
1603,Very masculine,Not too important,employed,True,straight,white,high_school,west
1604,Somewhat masculine,Somewhat important,not_employed,False,straight,not_white,college_graduate,west
1605,Very masculine,Very important,not_employed,True,straight,white,graduate,midwest
1606,Very masculine,Not at all important,not_employed,False,straight,white,high_school,northeast
1607,Very masculine,Somewhat important,employed,True,straight,not_white,graduate,west
1608,Not very masculine,Not too important,employed,False,not_straight,white,high_school,northeast
1609,Very masculine,Not at all important,employed,True,straight,white,high_school,southwest
1610,Not very masculine,Not at all important,employed,False,straight,white,high_school,midwest
1611,Very masculine,Very important,employed,True,straight,not_white,no_high_school,west
1612,Somewhat masculine,Somewhat important,employed,True,straight,white,high_school,southeast
1613,Somewhat masculine,Somewhat important,employed,False,straight,white,high_school,southwest
1614,Very masculine,Not at all important,not_employed,False,straight,white,high_school,northeast
